totalSaleAmount,saleType,saleID,employeeEmail,customerEmail,itemID
8339.81,instore,20764579,wprice@gmail.com,randy38@hotmail.com,37
728.09,order,20831370,vcook@hotmail.com,qeverett@yahoo.com,173
1093.12,instore,20862169,batesfrancisco@gmail.com,scottlaura@hotmail.com,134
8245.96,instore,20920050,matthewsimon@gmail.com,josephortega@hotmail.com,149
3706.04,order,20928193,johnsondanielle@yahoo.com,smoore@hotmail.com,94
4729.31,instore,21021763,wprice@gmail.com,john90@yahoo.com,1
7799.15,order,21039324,marisa99@hotmail.com,norma12@hotmail.com,187
4019.89,order,21045059,reginaldmcconnell@gmail.com,gregory99@gmail.com,5
7036.11,instore,21109393,nwilliams@gmail.com,mitchellwilliam@yahoo.com,100
1377.85,order,21118319,dawnturner@hotmail.com,sandraanthony@hotmail.com,21
2694.83,instore,21157325,hickmanjustin@gmail.com,ericayoung@gmail.com,74
2017.21,order,21214806,williamsalyssa@gmail.com,josephortega@hotmail.com,98
2077.34,order,21271830,harrisdanielle@gmail.com,wilkersonamy@hotmail.com,63
9095.01,instore,21434136,kathleencruz@gmail.com,lawrenceharris@hotmail.com,18
401.5,order,21503443,stephenhudson@yahoo.com,allison30@gmail.com,17
2127,instore,21574801,russellsean@hotmail.com,ulee@gmail.com,23
8997.94,instore,21689802,schultzlouis@gmail.com,robin82@gmail.com,199
9342.13,instore,21902604,michaelgibson@hotmail.com,gregorymoran@hotmail.com,181
4292.99,order,21947049,robinsonsean@yahoo.com,wayala@yahoo.com,172
9133.11,instore,22132642,michaelgibson@hotmail.com,brightkathleen@hotmail.com,31
5458.53,instore,22188878,christophergillespie@yahoo.com,ifowler@hotmail.com,198
2250.11,instore,22313799,qmiller@gmail.com,john87@hotmail.com,117
2769.17,order,22326966,shannon80@gmail.com,saracook@hotmail.com,109
7039.49,order,22352248,cheyenne45@gmail.com,datkinson@gmail.com,190
4501.33,order,22358059,hallscott@yahoo.com,bullockrichard@gmail.com,127
8662.9,order,22390226,reginaldmcconnell@gmail.com,tiffany30@hotmail.com,20
5418.46,instore,22399847,julie85@hotmail.com,antonio16@hotmail.com,75
2948.27,order,22433626,djohns@hotmail.com,zwalls@yahoo.com,165
2760.3,order,22514981,reillyjessica@hotmail.com,carriehampton@yahoo.com,90
8233.04,order,22557520,robinsonsean@yahoo.com,christianjacobs@yahoo.com,109
5476.52,order,22567925,santiagodenise@hotmail.com,iking@gmail.com,154
2152.74,order,22756527,brandon23@gmail.com,janetjackson@hotmail.com,51
8133.02,instore,22772749,whitechristine@hotmail.com,myerstyrone@yahoo.com,103
6803.81,order,22824745,markssteven@yahoo.com,nancy66@yahoo.com,132
8864.65,order,22878069,baileysarah@yahoo.com,freemantammy@yahoo.com,59
5373.43,instore,22908506,ericacarter@gmail.com,sbrown@yahoo.com,116
6026.83,instore,22937513,toddbennett@gmail.com,angela14@hotmail.com,129
2207.99,order,23129238,qgallegos@gmail.com,lmoyer@yahoo.com,49
9006.14,instore,23172548,zimmermanadam@gmail.com,christianjacobs@yahoo.com,20
1980.25,instore,23261679,oliviagarrett@yahoo.com,iguzman@hotmail.com,191
3432.91,instore,23279339,eric70@hotmail.com,wjohnson@yahoo.com,69
4724.17,order,23288454,riosjames@hotmail.com,tylerward@hotmail.com,193
6400.55,order,23314153,william48@hotmail.com,colleen86@yahoo.com,128
530.93,instore,23327184,vcook@hotmail.com,carriehampton@yahoo.com,180
2069.78,order,23344730,dcooper@yahoo.com,awhite@yahoo.com,186
4047.26,instore,23379510,caitlyn52@gmail.com,andersonjeremy@hotmail.com,22
1069.73,instore,23398719,clementschristina@yahoo.com,toddroberts@gmail.com,172
7139.16,instore,23429147,haydenlauren@yahoo.com,ericayoung@gmail.com,25
4461.49,instore,23513211,cruzstephen@yahoo.com,kristin05@hotmail.com,36
9210.21,order,23662605,julie85@hotmail.com,debrabrown@gmail.com,77
5816.85,order,23663831,sfletcher@yahoo.com,austinwilson@hotmail.com,99
6186.57,instore,23710863,xmartinez@yahoo.com,zwatkins@yahoo.com,85
5558.68,order,23711099,pmclaughlin@yahoo.com,franksantana@hotmail.com,130
6948.9,order,23831742,uedwards@yahoo.com,angela14@hotmail.com,74
6813.71,order,23900226,elizabethleach@gmail.com,sanchezkenneth@yahoo.com,89
9506.28,instore,24022347,adyer@gmail.com,gregorymoran@hotmail.com,52
8567.5,order,24062923,timothy33@gmail.com,angelica23@hotmail.com,98
355.45,order,24084437,dshea@gmail.com,datkinson@gmail.com,119
3701.07,instore,24122054,jasonburgess@gmail.com,amysampson@yahoo.com,9
9653.96,instore,24228497,josephhurley@gmail.com,sarah40@hotmail.com,199
4162.19,order,24249072,josephlopez@hotmail.com,colleen86@yahoo.com,116
6536.84,instore,24283373,xpayne@gmail.com,wilkersonamy@hotmail.com,16
9927.27,order,24376853,ericacarter@gmail.com,pedronguyen@hotmail.com,115
805.81,instore,24427807,kathleencruz@gmail.com,angelica23@hotmail.com,60
3961.13,instore,24434676,djohns@hotmail.com,tylerward@hotmail.com,163
8707.15,order,24496896,adamsjason@gmail.com,mitchellwilliam@yahoo.com,179
3508.56,instore,24601740,christopherjohnson@hotmail.com,smithrebecca@gmail.com,152
2809.5,instore,24663724,favila@yahoo.com,angelica23@hotmail.com,179
9368.47,instore,24691635,timothy33@gmail.com,datkinson@gmail.com,103
9787.98,order,24796613,vanessa73@gmail.com,robin82@gmail.com,14
4577.82,instore,24818070,kristina44@hotmail.com,zwatkins@yahoo.com,149
1747.34,instore,24832021,guerrakathryn@yahoo.com,wsteele@gmail.com,31
963.14,instore,24881753,theodore39@yahoo.com,christianjacobs@yahoo.com,63
9615.46,order,24888462,nicholenguyen@gmail.com,stevensawyer@hotmail.com,106
203.68,order,24929004,churchbrandi@gmail.com,richdesiree@hotmail.com,77
7531.41,order,24968478,franklinshane@yahoo.com,qwilliams@gmail.com,139
9581.36,instore,25081558,brianna51@hotmail.com,ian91@yahoo.com,155
2396.63,instore,25103311,baileysarah@yahoo.com,yrobinson@yahoo.com,151
9256.61,order,25303629,jody59@hotmail.com,ruizhoward@yahoo.com,95
6003.21,instore,25305470,nataliepayne@gmail.com,gregory99@gmail.com,37
3223.29,order,25527551,jonesjason@hotmail.com,ulee@gmail.com,4
3319.36,instore,25552027,tammy54@gmail.com,swagner@hotmail.com,148
181.67,instore,25641486,ericacarter@gmail.com,hpowers@gmail.com,98
8990.9,order,25736762,rodriguezemily@hotmail.com,ifowler@hotmail.com,60
3901.74,order,25751765,paynealan@hotmail.com,bgeorge@yahoo.com,109
8831.17,order,25763997,williamsjoseph@hotmail.com,myerstyrone@yahoo.com,30
4315.77,order,25791037,josephhurley@gmail.com,hmeyer@gmail.com,26
4863.3,instore,25830026,robertsangelica@yahoo.com,cboone@yahoo.com,182
3114.07,instore,26001685,nwilliams@gmail.com,lawrenceharris@hotmail.com,107
5472.94,order,26010007,paynealan@hotmail.com,bgeorge@yahoo.com,107
3152.12,order,26128252,oliviagarrett@yahoo.com,jessica86@gmail.com,146
788.21,instore,26138398,qperez@gmail.com,darylmartinez@gmail.com,173
6353.75,order,26235332,woodruth@yahoo.com,rhondachandler@yahoo.com,104
9061.58,instore,26239569,michaelgibson@hotmail.com,scottlaura@hotmail.com,37
3585.31,order,26308098,shirley29@hotmail.com,clarkdaniel@hotmail.com,123
8019.65,order,26443942,nwilliams@gmail.com,holmesbrian@yahoo.com,98
2075.54,instore,26486024,williamsalyssa@gmail.com,taylorjose@hotmail.com,5
5512.01,order,26517988,sarah45@hotmail.com,qwilliams@gmail.com,162
4282.85,order,26599304,qperez@gmail.com,scottlaura@hotmail.com,17
9084.05,instore,26631110,arthur79@yahoo.com,norma12@hotmail.com,54
3931.84,order,26742090,nataliepayne@gmail.com,ifowler@hotmail.com,71
1995.3,order,26748313,stephenhudson@yahoo.com,tiffany30@hotmail.com,75
5234.66,instore,26774688,smartin@yahoo.com,brandy17@yahoo.com,89
7853.48,order,26851112,sheriscott@gmail.com,danieltucker@gmail.com,122
227.87,order,26856216,matthewsimon@gmail.com,cboone@yahoo.com,77
9368.25,instore,26880297,hillrichard@yahoo.com,austinwilson@hotmail.com,31
3114.44,order,26895871,timothy33@gmail.com,marshalljacob@hotmail.com,140
5821.85,instore,26920351,hickmanjustin@gmail.com,john87@hotmail.com,72
210.78,order,26937762,sarah45@hotmail.com,carriehampton@yahoo.com,105
4868.38,order,26999968,jasonburgess@gmail.com,kevinford@yahoo.com,27
8966.96,instore,27132258,piercemary@hotmail.com,yrobinson@yahoo.com,143
9625.01,order,27141229,nicholenguyen@gmail.com,smoore@hotmail.com,45
5590.9,instore,27147054,shirley29@hotmail.com,frederickpatricia@hotmail.com,23
1319.65,order,27151297,hallscott@yahoo.com,ypoole@yahoo.com,160
9975.02,order,27216804,marisa99@hotmail.com,blackmallory@hotmail.com,135
1352.38,instore,27241875,nrivera@hotmail.com,robertmoore@gmail.com,67
4330.37,instore,27347836,shirley29@hotmail.com,sanchezkenneth@yahoo.com,128
7845.25,instore,27392140,marcmoore@yahoo.com,manuel09@yahoo.com,165
5600.81,order,27392959,jorge61@gmail.com,bwallace@gmail.com,13
7351.53,instore,27411421,jerry44@hotmail.com,brandy17@yahoo.com,83
5260.06,order,27511947,josephlopez@hotmail.com,taylorrodriguez@yahoo.com,51
8249.73,order,27569641,reginaldmcconnell@gmail.com,staciesmith@gmail.com,149
2184.13,order,27646212,crystalthompson@yahoo.com,ulee@gmail.com,122
4133.36,instore,27885642,pamelabrennan@gmail.com,deborahmacias@yahoo.com,16
5203.59,order,27916254,martindanielle@hotmail.com,allenlee@hotmail.com,172
4556.02,order,27926161,sfletcher@yahoo.com,derek56@gmail.com,2
8211.51,instore,27931486,nwilliams@gmail.com,jose79@hotmail.com,23
1092.42,order,28038894,greerjessica@hotmail.com,tylerward@hotmail.com,122
3761.07,order,28039952,jensenlisa@hotmail.com,qlopez@gmail.com,64
851.91,order,28140177,haydenlauren@yahoo.com,jose79@hotmail.com,166
474.9,order,28161950,jasonburgess@gmail.com,michelle29@yahoo.com,40
6647.51,order,28188612,favila@yahoo.com,qlopez@gmail.com,128
1064.37,order,28227489,lawrencetammy@yahoo.com,staciesmith@gmail.com,28
3920.95,instore,28253174,reillyjessica@hotmail.com,sbrown@yahoo.com,37
1622.82,order,28264163,batesfrancisco@gmail.com,ryan70@yahoo.com,37
725.69,order,28378211,dcooper@yahoo.com,youngshawn@gmail.com,101
5255.67,instore,28440024,caitlyn52@gmail.com,zwatkins@yahoo.com,148
6364.7,order,28447139,hharrington@yahoo.com,rodriguezdebra@gmail.com,50
8732.16,instore,28542575,nicholsjames@yahoo.com,taylorjose@hotmail.com,168
8876.74,order,28613404,kmcintosh@hotmail.com,franksantana@hotmail.com,132
7041.42,order,28629368,david44@hotmail.com,brightkathleen@hotmail.com,120
9920.64,instore,28654155,edward11@gmail.com,antonio16@hotmail.com,189
2884.74,instore,28690597,vegachristopher@hotmail.com,ian91@yahoo.com,50
4343.19,order,28801474,christopher78@gmail.com,roger36@hotmail.com,111
3689.44,instore,28841227,hancockdonna@gmail.com,bcampbell@gmail.com,143
5974.33,instore,28848776,ericacarter@gmail.com,josephodom@hotmail.com,28
4402.61,order,28859918,clementschristina@yahoo.com,hicksjill@gmail.com,31
2292.09,instore,28876151,sheri72@yahoo.com,ginameyer@gmail.com,11
360.9,instore,29026791,nancynorris@hotmail.com,taylorjose@hotmail.com,118
3925.82,order,29038909,williamsjoseph@hotmail.com,marshalljacob@hotmail.com,120
6641.58,instore,29058792,josephlopez@hotmail.com,kristin05@hotmail.com,105
7606.53,order,29109944,courtneyhunt@gmail.com,hicksjill@gmail.com,74
4011.9,instore,29169078,piercemary@hotmail.com,christianjacobs@yahoo.com,124
5108.08,order,29277827,nicolejohnson@gmail.com,gallegospaula@hotmail.com,159
942.48,order,29289578,reillyjessica@hotmail.com,blackmallory@hotmail.com,200
1578.87,order,29420766,deanna34@hotmail.com,murphyzachary@hotmail.com,104
1042.77,instore,29437887,sara16@gmail.com,kevinford@yahoo.com,29
7896.69,instore,29529445,singhmatthew@hotmail.com,amysampson@yahoo.com,109
929.62,order,29569335,burkeaudrey@gmail.com,pedronguyen@hotmail.com,166
3499.96,order,29629985,khart@gmail.com,jose79@hotmail.com,186
7403.68,instore,29643714,vegachristopher@hotmail.com,roger36@hotmail.com,120
7660.04,instore,29803989,kathleencruz@gmail.com,mitchellwilliam@yahoo.com,7
3813.71,instore,29812875,cruzstephen@yahoo.com,qeverett@yahoo.com,98
6708.26,order,29830602,smartin@yahoo.com,wjohnson@yahoo.com,43
8982.7,instore,29910793,jeffrey38@gmail.com,clayjack@gmail.com,177
2433.32,order,29932160,julie85@hotmail.com,stevensawyer@hotmail.com,87
295.49,instore,29989164,ingrambrittany@yahoo.com,saracook@hotmail.com,52
1771.59,order,29998302,tammy54@gmail.com,verickson@yahoo.com,16
4177.15,order,30093607,jody59@hotmail.com,norma12@hotmail.com,165
3542.9,instore,30124776,jensenlisa@hotmail.com,rachelduke@yahoo.com,8
2239.37,order,30167179,jasonburgess@gmail.com,anthonyjackson@hotmail.com,20
9034.18,order,30221246,perrysarah@yahoo.com,lawrenceharris@hotmail.com,111
555.79,instore,30323636,vegaphillip@hotmail.com,randy38@hotmail.com,49
6637.64,instore,30333468,hillrichard@yahoo.com,alexandermark@yahoo.com,99
3513.73,instore,30429239,zimmermanadam@gmail.com,staciesmith@gmail.com,189
8926.47,instore,30471689,churchbrandi@gmail.com,hpowers@gmail.com,2
329.97,order,30560475,churchbrandi@gmail.com,janetjackson@hotmail.com,195
2820.23,order,30570887,robinsonsean@yahoo.com,hpowers@gmail.com,32
2610.31,instore,30658301,benjaminashley@hotmail.com,anthonyjackson@hotmail.com,41
1285.46,instore,30846005,matthewsimon@gmail.com,robertmoore@gmail.com,146
2023.23,instore,30854376,hickmanjustin@gmail.com,janetjackson@hotmail.com,193
9684.93,order,30868250,brandon23@gmail.com,loretta79@yahoo.com,48
3903.21,instore,30917804,jeffrey38@gmail.com,wsteele@gmail.com,19
4276.37,instore,30954922,jensenlisa@hotmail.com,franksantana@hotmail.com,62
8939.31,instore,31127059,robertsleslie@hotmail.com,ulee@gmail.com,120
5110.93,instore,31232159,elizabethleach@gmail.com,cheryl77@hotmail.com,91
5840.95,instore,31299756,yujoy@yahoo.com,josephortega@hotmail.com,84
5683.41,order,31335751,michelle77@hotmail.com,deborahmacias@yahoo.com,44
5755.76,order,31357401,kevincook@hotmail.com,allison30@gmail.com,181
9076.3,order,31370431,ericacarter@gmail.com,saracook@hotmail.com,192
6368.41,instore,31372961,nicholenguyen@gmail.com,frederickpatricia@hotmail.com,25
8385.9,order,31471404,kathleencruz@gmail.com,saracook@hotmail.com,149
8525.78,order,31599184,wadams@yahoo.com,allison30@gmail.com,185
9732.43,order,31612159,vsanders@hotmail.com,wsteele@gmail.com,161
1937.31,order,31650953,dshea@gmail.com,coxregina@yahoo.com,72
3398.7,order,31706858,xpayne@gmail.com,jacklawson@yahoo.com,142
5605.61,instore,31708760,timothy33@gmail.com,samanthamartin@yahoo.com,180
5765.29,order,31772938,brianna51@hotmail.com,staciesmith@gmail.com,149
4970.71,order,31840811,williamgarcia@gmail.com,john87@hotmail.com,11
458.29,order,31984423,courtneyhunt@gmail.com,darylmartinez@gmail.com,50
5819.88,order,31990585,kevincook@hotmail.com,yrobinson@yahoo.com,33
7142.18,instore,32008098,reginaldmcconnell@gmail.com,darylmartinez@gmail.com,163
6683.23,instore,32044690,rcarlson@hotmail.com,amysampson@yahoo.com,7
6134.57,instore,32065947,jasonburgess@gmail.com,stevenrobbins@gmail.com,144
5115.52,instore,32133318,greerjessica@hotmail.com,robin82@gmail.com,27
4404.16,order,32273038,woodruth@yahoo.com,sarah40@hotmail.com,186
5470.68,instore,32301137,rodriguezemily@hotmail.com,verickson@yahoo.com,135
1513.44,order,32346220,robertsangelica@yahoo.com,taylorrodriguez@yahoo.com,154
2376.55,order,32364224,martindanielle@hotmail.com,rachelduke@yahoo.com,179
8872.32,instore,32364767,rodriguezemily@hotmail.com,amysampson@yahoo.com,106
1981.96,instore,32579192,whitechristine@hotmail.com,nancy66@yahoo.com,13
3456.88,instore,32594799,dawnturner@hotmail.com,swagner@hotmail.com,141
154.32,order,32665512,jorge61@gmail.com,ypoole@yahoo.com,195
8605.46,order,32706819,vsanders@hotmail.com,hicksjill@gmail.com,15
6114.18,order,32738049,vegaphillip@hotmail.com,jesse24@yahoo.com,184
5141.07,instore,32850482,wadams@yahoo.com,youngshawn@gmail.com,25
5606.56,instore,32882940,susanmartinez@hotmail.com,qwilliams@gmail.com,177
5457.36,instore,32921953,rodriguezemily@hotmail.com,frederickpatricia@hotmail.com,189
3432.87,order,32939309,hharrington@yahoo.com,cheryl77@hotmail.com,51
2057.12,instore,33022529,favila@yahoo.com,blackmallory@hotmail.com,115
6753.8,instore,33101729,christophergillespie@yahoo.com,jose79@hotmail.com,130
1644.11,instore,33165677,markssteven@yahoo.com,matthew70@hotmail.com,104
1206.5,order,33178356,marcmoore@yahoo.com,allison30@gmail.com,91
6779.05,order,33348049,william00@gmail.com,jessica86@gmail.com,123
7806.96,instore,33472089,williamgarcia@gmail.com,allenlee@hotmail.com,14
2491.81,instore,33523101,williamsjoseph@hotmail.com,zwalls@yahoo.com,111
9678.43,order,33551944,julie85@hotmail.com,swagner@hotmail.com,184
1599.34,order,33569789,nicolejohnson@gmail.com,stevenrobbins@gmail.com,68
4710.32,instore,33663081,jeffrey38@gmail.com,qwilliams@gmail.com,87
7852.62,instore,33743172,qmiller@gmail.com,fuentesmark@yahoo.com,164
5289.69,order,33757223,williamgarcia@gmail.com,elucero@hotmail.com,20
1091.36,instore,33804019,ayersjudith@yahoo.com,danieltucker@gmail.com,172
1097.9,instore,33825250,guerrakathryn@yahoo.com,ehunter@hotmail.com,31
8576.13,instore,33931777,natalie62@hotmail.com,hmeyer@gmail.com,143
7081,order,34023235,christopher54@yahoo.com,derek56@gmail.com,13
550.05,instore,34027875,nancynorris@hotmail.com,andrew22@yahoo.com,137
1573.23,order,34082133,devon02@yahoo.com,bullockrichard@gmail.com,149
1999.51,order,34149898,aaron16@yahoo.com,mortiz@gmail.com,27
9714.18,instore,34403938,hallscott@yahoo.com,zwatkins@yahoo.com,125
6978.66,instore,34458419,nicholas81@hotmail.com,zwatkins@yahoo.com,95
2403.23,instore,34536315,brad35@gmail.com,bcampbell@gmail.com,99
4949.88,order,34605288,kristina44@hotmail.com,herrerajacqueline@gmail.com,77
9808.84,order,34610305,tim51@yahoo.com,smoore@hotmail.com,66
4116.24,order,34833995,smartin@yahoo.com,john85@yahoo.com,144
8680.47,order,34909126,sara16@gmail.com,herrerajacqueline@gmail.com,68
1951.89,instore,35102007,donald23@gmail.com,bflores@gmail.com,50
1221.02,order,35128328,maureen37@hotmail.com,kristin05@hotmail.com,56
9983.93,order,35317135,jeffreystephens@hotmail.com,zacharyluna@yahoo.com,35
2476.61,order,35539605,hancockdonna@gmail.com,kristin05@hotmail.com,67
800.35,order,35597735,sheriscott@gmail.com,jesse24@yahoo.com,43
4390.21,instore,35614272,deanna34@hotmail.com,anthonyjackson@hotmail.com,61
3908.97,instore,35873549,qmartinez@yahoo.com,randy38@hotmail.com,163
3159.3,order,35884699,jamiemcguire@yahoo.com,lmoyer@yahoo.com,46
2540.38,instore,35938910,calvinmayo@gmail.com,michelle29@yahoo.com,24
5738.62,instore,36015283,julie85@hotmail.com,toddroberts@gmail.com,24
166.62,instore,36050987,zkennedy@gmail.com,nancy66@yahoo.com,151
9918.55,instore,36054329,tim51@yahoo.com,murphyzachary@hotmail.com,103
4029.55,instore,36098125,christopher54@yahoo.com,llopez@yahoo.com,193
7922.87,order,36112562,williamsalyssa@gmail.com,ehunter@hotmail.com,139
5250.28,instore,36126552,theodore39@yahoo.com,john87@hotmail.com,198
7534.77,instore,36131020,william48@hotmail.com,hpowers@gmail.com,48
8028.96,order,36153886,josephlopez@hotmail.com,rogersheidi@gmail.com,177
1054.05,instore,36159260,kevincook@hotmail.com,bgeorge@yahoo.com,111
715.2,instore,36292394,twang@gmail.com,jesse24@yahoo.com,126
8982.15,instore,36313204,kblake@yahoo.com,taylorjose@hotmail.com,3
352.91,instore,36313570,rsuarez@gmail.com,verickson@yahoo.com,23
2988.24,order,36372010,harrisdanielle@gmail.com,franksantana@hotmail.com,111
5073.71,order,36378630,courtneyhunt@gmail.com,clayjack@gmail.com,32
3643.73,order,36404698,david44@hotmail.com,nancy66@yahoo.com,28
5885.71,instore,36454228,kblake@yahoo.com,jessica86@gmail.com,131
6280.25,order,36487196,hallscott@yahoo.com,staciesmith@gmail.com,70
2455.71,order,36526123,jasongood@hotmail.com,brightkathleen@hotmail.com,104
9879.96,order,36563104,nicholenguyen@gmail.com,amysampson@yahoo.com,50
1644.48,order,36597536,nancynorris@hotmail.com,edward22@gmail.com,4
2810.71,instore,36601356,ingrambrittany@yahoo.com,juliedelgado@hotmail.com,189
1918.29,instore,36651214,williamsalyssa@gmail.com,autumnbryant@hotmail.com,26
2200.58,order,36660070,cody17@hotmail.com,markwest@yahoo.com,136
1988.08,order,36794294,schultzlouis@gmail.com,janetjackson@hotmail.com,138
1919.12,instore,36822799,cody17@hotmail.com,wjohnson@yahoo.com,147
4841.7,instore,36830060,uedwards@yahoo.com,ericayoung@gmail.com,105
1392.15,order,36830657,brianna51@hotmail.com,swagner@hotmail.com,1
6355.79,order,36858262,nicholsjames@yahoo.com,jessica86@gmail.com,44
2072.8,order,36908844,donnagreen@hotmail.com,allison30@gmail.com,112
7051.38,instore,36929795,jorge61@gmail.com,taylorrodriguez@yahoo.com,137
9583.26,order,36960118,johnsondanielle@yahoo.com,gregorymoran@hotmail.com,184
4976.24,order,37159320,toddbennett@gmail.com,frederickpatricia@hotmail.com,28
505.73,instore,37271053,russellsean@hotmail.com,samanthamartin@yahoo.com,179
8306.99,order,37341633,kmcintosh@hotmail.com,allison30@gmail.com,163
831.1,order,37431396,deanna34@hotmail.com,jose79@hotmail.com,49
5508.38,instore,37491161,jonesjason@hotmail.com,andrew22@yahoo.com,21
5823.89,order,37492946,elizabethleach@gmail.com,rhondachandler@yahoo.com,200
1908.73,instore,37541101,kathleencruz@gmail.com,bwallace@gmail.com,29
9165.32,order,37576561,william48@hotmail.com,norma12@hotmail.com,146
3435.27,instore,37639563,garypetersen@yahoo.com,robertmoore@gmail.com,75
5343.77,instore,37708610,marisa99@hotmail.com,colleen86@yahoo.com,105
1609.57,order,37719326,christophergillespie@yahoo.com,robertmoore@gmail.com,158
1691.09,order,37888411,pmclaughlin@yahoo.com,mitchellwilliam@yahoo.com,121
5326.33,order,37935078,kblake@yahoo.com,derek56@gmail.com,92
3771.97,instore,37980504,jamiemcguire@yahoo.com,wilkersonamy@hotmail.com,127
6760.37,order,38001505,robertsleslie@hotmail.com,cheryl77@hotmail.com,36
9199.78,order,38043758,aaron16@yahoo.com,michelle29@yahoo.com,122
1706.93,instore,38168017,robinsonsean@yahoo.com,myerstyrone@yahoo.com,10
1252.92,order,38333309,twang@gmail.com,rodriguezdebra@gmail.com,84
3519.71,instore,38353635,josephlopez@hotmail.com,zacharyluna@yahoo.com,179
2978.07,order,38399213,marcmoore@yahoo.com,bgeorge@yahoo.com,187
2528.74,order,38541124,jensenlisa@hotmail.com,toddroberts@gmail.com,24
9277.68,instore,38587870,woodruth@yahoo.com,swagner@hotmail.com,118
6521.39,instore,38599477,riosjames@hotmail.com,carriehampton@yahoo.com,188
8885.76,order,38623745,vcook@hotmail.com,ymullen@hotmail.com,52
8048.62,order,38705601,nicolejohnson@gmail.com,smoore@hotmail.com,195
6043.43,instore,38726101,vegaphillip@hotmail.com,timothy89@hotmail.com,71
5332.18,instore,38795657,russellsean@hotmail.com,matthew70@hotmail.com,2
1185.64,order,38821691,hancockdonna@gmail.com,staciesmith@gmail.com,108
3468.92,order,38881886,ruizsara@yahoo.com,anthonyjackson@hotmail.com,6
6333.98,instore,39049339,guerrakathryn@yahoo.com,taylorjose@hotmail.com,92
569,order,39099372,burkeaudrey@gmail.com,hmeyer@gmail.com,11
1891,order,39103710,johnsonveronica@hotmail.com,robertmoore@gmail.com,129
6997.81,instore,39106339,woodruth@yahoo.com,dennis77@yahoo.com,176
6222.13,order,39136527,arthur79@yahoo.com,antonio16@hotmail.com,173
7434.2,instore,39239198,jonesjason@hotmail.com,ehunter@hotmail.com,79
6943.2,order,39303349,vanessa73@gmail.com,taylorrodriguez@yahoo.com,190
7756.16,instore,39320933,benjaminashley@hotmail.com,allison30@gmail.com,31
8155.36,order,39322487,courtneyhunt@gmail.com,freemantammy@yahoo.com,166
2822.58,instore,39331007,victormolina@gmail.com,stevenrobbins@gmail.com,5
2989.82,order,39416629,vcook@hotmail.com,staciesmith@gmail.com,7
5355.06,instore,39432629,pamelabrennan@gmail.com,sanchezkenneth@yahoo.com,165
8968.26,order,39478610,johnbriggs@yahoo.com,bcampbell@gmail.com,161
1220.79,instore,39567710,theresahuynh@yahoo.com,christianjacobs@yahoo.com,103
1763.69,order,39609663,donnagreen@hotmail.com,staciesmith@gmail.com,129
2479.7,instore,39686459,rcarlson@hotmail.com,gallegospaula@hotmail.com,9
8903.17,order,39838933,thomasmartin@hotmail.com,robin82@gmail.com,72
2772.55,instore,39928122,cody17@hotmail.com,robertmoore@gmail.com,18
8052.89,order,39940827,nicholsjames@yahoo.com,toddroberts@gmail.com,110
6984.3,order,39940988,jeffrey38@gmail.com,stevensawyer@hotmail.com,128
4538.83,order,39955920,carriemurphy@yahoo.com,loretta79@yahoo.com,35
7940.22,instore,39972057,christophergillespie@yahoo.com,sbrown@yahoo.com,80
554.85,order,40047270,rcarlson@hotmail.com,linda81@yahoo.com,29
807.64,order,40154268,xpayne@gmail.com,norma12@hotmail.com,170
7998.3,order,40161426,nancynorris@hotmail.com,wdowns@hotmail.com,91
5655.64,instore,40239095,piercemary@hotmail.com,linda81@yahoo.com,104
4509.08,order,40332208,vsanders@hotmail.com,kennedykenneth@gmail.com,113
4131.94,instore,40382975,regina81@gmail.com,franksantana@hotmail.com,99
2553.7,instore,40404325,kimberly23@gmail.com,tylerward@hotmail.com,164
6113.48,order,40576367,reginaldmcconnell@gmail.com,frederickpatricia@hotmail.com,157
7944.64,order,40581026,toddbennett@gmail.com,herrerajacqueline@gmail.com,117
6949.03,order,40648873,jillhendrix@gmail.com,zwatkins@yahoo.com,53
8770.36,instore,40689449,vsanders@hotmail.com,yrobinson@yahoo.com,77
3756.11,instore,40732671,matthewsimon@gmail.com,derek56@gmail.com,62
2150.17,instore,40740089,nicole07@gmail.com,vvelazquez@hotmail.com,54
4442.89,order,40793108,khart@gmail.com,yrobinson@yahoo.com,27
5574.95,instore,40815695,greerjessica@hotmail.com,carriehampton@yahoo.com,76
4298.36,instore,40858463,hickmanjustin@gmail.com,allenlee@hotmail.com,150
6856.25,order,40870267,hansonjustin@gmail.com,rachelduke@yahoo.com,150
2619.92,instore,41015582,megan90@gmail.com,juliedelgado@hotmail.com,42
246.41,instore,41058930,twang@gmail.com,stevensawyer@hotmail.com,73
1960.37,instore,41085806,donnagreen@hotmail.com,tracyriley@yahoo.com,11
5750.32,instore,41130506,benjaminashley@hotmail.com,richdesiree@hotmail.com,35
2359.97,order,41232750,ingrambrittany@yahoo.com,elucero@hotmail.com,86
629.24,order,41326923,dawnturner@hotmail.com,staciesmith@gmail.com,17
2581.44,order,41349557,schultzlouis@gmail.com,kramerthomas@yahoo.com,70
7853.35,instore,41409374,arthur79@yahoo.com,taylorrodriguez@yahoo.com,96
2020.47,instore,41419373,kimberly23@gmail.com,brightkathleen@hotmail.com,165
2040.53,instore,41433447,wadams@yahoo.com,mitchellwilliam@yahoo.com,189
